,review_body,stars,language,translated_review
344,"Me ha detectado la tarjeta la primera vez que lo he conectado y despues de reiniciar ya no lo he vuelto a detectar. Si alguien sabe que puedo hacer que me ayude. Estoy usando la conexion thunderbolt 2 del portatil, y al otro extremo, tengo un adaptador de thunderbolt 2 a thunderbolt 3 para la conexion con la Egpu Razer core X. De momento nada de nada. Cuando arranco el sistema con la egpu activada en windows, se me queda la pantalla en negro, y en mac, se me congela la pantalla al inicio de sesion.",2,es,"I have detected the card the first time I have connected it and after restarting I have not detected it again.If anyone knows what I can do to help me.I am using the Thunderbolt 2 connection of the laptop, and to the other end, I have a Thunderbolt 2 adapter to Thunderbolt 3 for the connection with the EGPU Razer Core X. At all nothing.When I start the system with the EGPU activated in Windows, the screen is left in black, and in Mac, the screen is freezed at the beginning of the session."
345,"La recomiendo sólo a personas que buscan una pantalla 4k para tener un buen espacio de trabajo, a buen precio y no te importa la fidelidad de color, el tiempo de respuesta ni el ángulo de visión.",4,es,"I recommend it only to people looking for a 4K screen to have a good work space, at a good price and you do not care about color loyalty, response time or viewing angle."
346,"Me ha parecido extraordinario, especialmente para alguien que como yo tiene poca experiencia y está empezando. Intentaré leer algún libro más del mismo autor.",4,es,"It seemed extraordinary, especially for someone who, like me, has little experience and is starting.I will try to read some more book by the same author."
347,Buena calidad. Un poco confuso en uso mas bien construida,3,es,Good quality.A little confusing in rather constructed use
348,"el producto no es de gran calidad, las cintas de enganche de sueltan rapidamente y la calidad es algo pesima, lo peor de todo es que dice que es impermeable y si lo es pero solo a los lados la parte donde se deve sentar el animal que es la que mas corre peligro es la unica que no es impermeable. Muy decepcionado.",1,es,"The product is not of great quality, the hitch tapes quickly release and the quality is something weigh, the worst of all is that it says it is waterproof and if it is but only to the sides the part where the animal that the animal thatIt is the one that is most dangerous is the only one that is not waterproof.Very disappointed."
349,"Me ha gustado que trae pegatinas muy diferentes tantos para niño niña y unisex y que tenga en algunas hojas una descripción por ejemplo “en la barriguita, o mi primer cumpleaños...” lo que no me gusta que para cada momento traen 4-6 páginas y veo que son muchas y he tenido que hacer yo mis propios momentos y ya no queda organizado cronológicamente pero por lo demás genial.",5,es,"I liked that it brings very different stickers for children and unisex and that has a description for example ""in the belly, or my first birthday ..."" What I do not like that for each moment they bring 4-6pages and I see that there are many and I have had to do my own moments and it is no longer chronologically organized but otherwise great."
350,"Corresponde con lo que anuncia el vendedor, pero su chapa es muy fina, con lo cual resulta poco sólida",3,es,"It corresponds to what the seller announces, but its sheet is very fine, which is not very solid"
351,Deja el borde como con aire o agua,1,es,Leave the edge as with air or water
352,Protector de pantalla nefasto a la hora de escribir tienes que Pulsar con demasiada fuerza. La huella digital no funciona,1,es,Hid screen protector When writing you have to press too hard.The fingerprint does not work
353,Correcto para la función q tiene q desempeñar,3,es,Correct for the function you have to perform
354,Es perfecto para pasear y con su empuñadura ergonómica es muy cómodo y el envió me llego pronto y bien presentado,5,es,It is perfect for walking and with its ergonomic handle it is very comfortable and the shipment arrived soon and well presented
355,"Muy bien, ilumina muchísimo y buen tamaño. Viene sin el panel blanco para atenuar la luz.",4,es,"Very good, illuminates a lot and good size.It comes without the white panel to attenuate the light."
356,El precio está muy bien pero al colocar parece que sobra un pelín en el lateral por el que enseguida empieza a levantar,2,es,The price is very good but when placing it seems that there is plenty of a tad on the side through which it immediately begins to lift
357,"No me ha gustado que la rejilla inferior no forma parte de la jaula, el fondo queda abierto y cuando hay que limpiarla corres el peligro de que se escape el pájaro",3,es,"I did not like that the lower rack is not part of the cage, the background is open and when you have to clean it you run the danger of the bird escape"
358,"Ha llegado con la caja rota y con signos de haber sido utilizado. No funciona bien, hace mucho ruido de fondo. Amazon me ha reembolsado el dinero pero lo cogí en una oferta flash y ahora ya no puedo conseguir uno nuevo al mismo precio.",3,es,"It has arrived with the broken box and signs of having been used.It doesn't work well, it makes a lot of background noise.Amazon has reimbursed the money but I took it in a flash offer and now I can not get a new one at the same price."
359,Fácil de colocar y excelente desempeño en los primeros días,5,es,Easy to place and excellent performance in the first days
360,"A veces la goma de dentro no queda encajada y se sale el agua mojándolo todo, por lo demás bien.",2,es,"Sometimes the rubber inside is not fit and the water comes out wetting everything, otherwise well."
361,lo mas malo del mundo entero y nadie se hace responsable un timo en toda regla. Amazon debería revisar estos artículos y quitarlos de su pagina,1,es,The bad thing in the entire world and nobody is responsible for a full -fledged scam.Amazon should check these items and remove them from your page
362,"No esperaba tanto de esta bolsa cuando la compré, pero la verdad es que cumple perfectamente su función y hace que sea bastante cómodo salir en bici y no tener donde meter el movil, monedas y todo lo demás. Vale la pena al 100%",5,es,"I did not expect so much from this bag when I bought it, but the truth is that it perfectly fulfills its function and makes it quite comfortable to go by bike and have nowhere to put the mobile, coins and everything else.Worth 100%"
363,La mezcla tiene un aroma y cuerpo debil.,3,es,The mixture has a weakest aroma and body.
364,"Demasiado flexible, se dobla",2,es,"Too flexible, bend"
365,A mi bebé de 4 meses le encanta. le llama mucho la atención su movimiento y sonido. al no tumbarse es muy cómodo para él jugar con el osito. lo recomiendo al 100x100,5,es,My 4 -month -old baby loves.His movement and sound attract his attention.Not lying is very comfortable for him to play with the bear.I recommend it to 100x100
366,"Muy comodo, lastima el tallaje que pasa de 42/43 a 43/44 tendria q ser numeros concretos.",5,es,"Very comfortable, it hurts the carving that goes from 42/43 to 43/44 would have to be specific numbers."
367,"Lo he usado anteriormente y me fue bien, he querido repetir una segunda a ver q tal",5,es,"I have used it before and it went well, I wanted to repeat a second to see how such"
368,Le cuesta conectar hay que mover el conector o apoyarlo con alguna superficie para que conecte,1,es,It is hard for you to connect the connector or support it with some surface to connect
369,"Está bien, todo correcto. Me parece un poco caro para lo que es, pero no encontraba más marcos con esta medida exacta. Todo ok.",5,es,"Okay, everything correct.It seems a bit expensive for what it is, but I found no more frames with this exact measure.All ok."
